DATE,CBBTCUSD
01-03-2018,10895.92
02-03-2018,11000
03-03-2018,11432.5
04-03-2018,11469.9
05-03-2018,11377.54
06-03-2018,10700
07-03-2018,9920
08-03-2018,9304.9
09-03-2018,9255
10-03-2018,8795.44
11-03-2018,9533.88
12-03-2018,9120
13-03-2018,9145.41
14-03-2018,8207.03
15-03-2018,8259.99
16-03-2018,8275
17-03-2018,7865.02
18-03-2018,8192
19-03-2018,8589
20-03-2018,8900
21-03-2018,8891.81
22-03-2018,8715.09
23-03-2018,8927.1
24-03-2018,8531.34
25-03-2018,8453
26-03-2018,8145
27-03-2018,7793.61
28-03-2018,7942.72
29-03-2018,7079.99
30-03-2018,6848.01
31-03-2018,6928.5
01-04-2018,6816.01
02-04-2018,7045.01
03-04-2018,7424.9
04-04-2018,6791.68
05-04-2018,6785.85
06-04-2018,6619.01
07-04-2018,6894.01
08-04-2018,7020.01
09-04-2018,6771.13
10-04-2018,6824.99
11-04-2018,6942.99
12-04-2018,7916
13-04-2018,7893.19
14-04-2018,8003.11
15-04-2018,8355.25
16-04-2018,8048.93
17-04-2018,7892.1
18-04-2018,8152.05
19-04-2018,8274
20-04-2018,8866.27
21-04-2018,8915.42
22-04-2018,8795.01
23-04-2018,8931.3
24-04-2018,9650
25-04-2018,8865.98
26-04-2018,9272.11
27-04-2018,8922.55
28-04-2018,9329.99
29-04-2018,9389.01
30-04-2018,9243.82
01-05-2018,9072.29
02-05-2018,9190.48
03-05-2018,9725.74
04-05-2018,9685
05-05-2018,9800
06-05-2018,9600
07-05-2018,9356.25
08-05-2018,9177.81
09-05-2018,9300.08
10-05-2018,9010.51
11-05-2018,8403.33
12-05-2018,8475
13-05-2018,8686.1
14-05-2018,8670
15-05-2018,8477.46
16-05-2018,8344
17-05-2018,8059
18-05-2018,8238.51
19-05-2018,8235.6
20-05-2018,8516.86
21-05-2018,8393.44
22-05-2018,7987.7
23-05-2018,7505
24-05-2018,7584.15
25-05-2018,7459.11
26-05-2018,7337.95
27-05-2018,7346.64
28-05-2018,7107.94
29-05-2018,7460
30-05-2018,7380.01
31-05-2018,7485
01-06-2018,7514.32
02-06-2018,7636.42
03-06-2018,7706.37
04-06-2018,7487.37
05-06-2018,7612.51
06-06-2018,7655
07-06-2018,7684.93
08-06-2018,7618.83
09-06-2018,7496.4
10-06-2018,6770.31
11-06-2018,6881
12-06-2018,6544.99
13-06-2018,6302.32
14-06-2018,6638.49
15-06-2018,6391.22
16-06-2018,6484.29
17-06-2018,6447.16
18-06-2018,6709.02
19-06-2018,6736.41
20-06-2018,6756.1
21-06-2018,6719.01
22-06-2018,6059.82
23-06-2018,6178.29
24-06-2018,6149.99
25-06-2018,6246.01
26-06-2018,6074
27-06-2018,6132.17
28-06-2018,5851.66
29-06-2018,6202.36
30-06-2018,6383.19
01-07-2018,6349.5
02-07-2018,6611.79
03-07-2018,6502.62
04-07-2018,6587.47
05-07-2018,6532.95
06-07-2018,6600
07-07-2018,6753.28
08-07-2018,6701.97
09-07-2018,6664.01
10-07-2018,6303.7
11-07-2018,6390.04
12-07-2018,6249.75
13-07-2018,6216.29
14-07-2018,6248.65
15-07-2018,6348.73
16-07-2018,6728.81
17-07-2018,7315.01
18-07-2018,7378.99
19-07-2018,7470.01
20-07-2018,7334.46
21-07-2018,7408
22-07-2018,7397.8
23-07-2018,7720.09
24-07-2018,8385.5
25-07-2018,8157.15
26-07-2018,7931.99
27-07-2018,8184.21
28-07-2018,8228.9
29-07-2018,8216.34
30-07-2018,8170.01
31-07-2018,7727.27
01-08-2018,7603.99
02-08-2018,7533.92
03-08-2018,7414.08
04-08-2018,7005
05-08-2018,7030.01
06-08-2018,6938
07-08-2018,6718.22
08-08-2018,6282.5
09-08-2018,6546.45
10-08-2018,6146.01
11-08-2018,6235.56
12-08-2018,6316.01
13-08-2018,6253.67
14-08-2018,6195.01
15-08-2018,6269.01
16-08-2018,6315.9
17-08-2018,6585.49
18-08-2018,6396.64
19-08-2018,6489.53
20-08-2018,6258.74
21-08-2018,6475.89
22-08-2018,6359.99
23-08-2018,6526.36
24-08-2018,6690.88
25-08-2018,6737.52
26-08-2018,6709.98
27-08-2018,6911.9
28-08-2018,7071.01
29-08-2018,7030.9
30-08-2018,6983
31-08-2018,7015.01
01-09-2018,7191.08
02-09-2018,7295
03-09-2018,7256.98
04-09-2018,7360
05-09-2018,6687.96
06-09-2018,6495
07-09-2018,6395.01
08-09-2018,6188
09-09-2018,6235.01
10-09-2018,6300
11-09-2018,6282.53
12-09-2018,6326
13-09-2018,6485.99
14-09-2018,6478.04
15-09-2018,6518.68
16-09-2018,6498
17-09-2018,6250.7
18-09-2018,6335.7
19-09-2018,6386.94
20-09-2018,6493.11
21-09-2018,6750
22-09-2018,6707.33
23-09-2018,6696.99
24-09-2018,6582.09
25-09-2018,6436.89
26-09-2018,6455.66
27-09-2018,6680.01
28-09-2018,6620.01
29-09-2018,6581
30-09-2018,6605
01-10-2018,6572.83
02-10-2018,6498.46
03-10-2018,6466.03
04-10-2018,6547.45
05-10-2018,6593.94
06-10-2018,6552.43
07-10-2018,6570
08-10-2018,6608.07
09-10-2018,6589.48
10-10-2018,6524.56
11-10-2018,6154.69
12-10-2018,6188.01
13-10-2018,6196
14-10-2018,6183.49
15-10-2018,6440.42
16-10-2018,6457.11
17-10-2018,6443.7
18-10-2018,6394.96
19-10-2018,6382.99
20-10-2018,6414
21-10-2018,6415.88
22-10-2018,6407.65
23-10-2018,6395.14
24-10-2018,6415.98
25-10-2018,6395.58
26-10-2018,6404.87
27-10-2018,6409.12
28-10-2018,6403.62
29-10-2018,6266
30-10-2018,6267.63
31-10-2018,6304.18
01-11-2018,6344
02-11-2018,6349.8
03-11-2018,6331.96
04-11-2018,6423.28
05-11-2018,6404
06-11-2018,6448.5
07-11-2018,6503.12
08-11-2018,6406.24
09-11-2018,6334.89
10-11-2018,6347.42
11-11-2018,6357.6
12-11-2018,6327.87
13-11-2018,6259.34
14-11-2018,5605.46
15-11-2018,5579.52
16-11-2018,5512.24
17-11-2018,5504.17
18-11-2018,5560
19-11-2018,4733.5
20-11-2018,4349.23
21-11-2018,4545.11
22-11-2018,4265.36
23-11-2018,4283.8
24-11-2018,3774.99
25-11-2018,3936.69
26-11-2018,3731.32
27-11-2018,3775
28-11-2018,4225.03
29-11-2018,4248
30-11-2018,3976
01-12-2018,4142.01
02-12-2018,4103.19
03-12-2018,3833.47
04-12-2018,3901.84
05-12-2018,3694.39
06-12-2018,3433.26
07-12-2018,3380.01
08-12-2018,3401
09-12-2018,3531.18
10-12-2018,3410.15
11-12-2018,3349.36
12-12-2018,3430.24
13-12-2018,3265
14-12-2018,3195.71
15-12-2018,3183
16-12-2018,3195
17-12-2018,3496.82
18-12-2018,3667.77
19-12-2018,3682.51
20-12-2018,4075.34
21-12-2018,3839.06
22-12-2018,3980.46
23-12-2018,3944.93
24-12-2018,4034
25-12-2018,3780
26-12-2018,3809.88
27-12-2018,3589.89
28-12-2018,3888.06
29-12-2018,3729.31
30-12-2018,3829
31-12-2018,3691.86
01-01-2019,3826.1
02-01-2019,3890.79
03-01-2019,3787.57
04-01-2019,3820.25
05-01-2019,3798.62
06-01-2019,4040.99
07-01-2019,4006.01
08-01-2019,3993.86
09-01-2019,4004.12
10-01-2019,3626.12
11-01-2019,3635.69
12-01-2019,3619.41
13-01-2019,3514.24
14-01-2019,3664.19
15-01-2019,3580.76
16-01-2019,3609.71
17-01-2019,3640.65
18-01-2019,3607.85
19-01-2019,3682.65
20-01-2019,3536.19
21-01-2019,3531.76
22-01-2019,3577.03
23-01-2019,3553.01
24-01-2019,3568.97
25-01-2019,3562.17
26-01-2019,3556.07
27-01-2019,3531.02
28-01-2019,3429.95
29-01-2019,3397.42
30-01-2019,3437.55
31-01-2019,3411.5
01-02-2019,3437.5
02-02-2019,3468.43
03-02-2019,3414.78
04-02-2019,3409.57
05-02-2019,3428.4
06-02-2019,3367.36
07-02-2019,3359
08-02-2019,3621.99
09-02-2019,3623.73
10-02-2019,3648.84
11-02-2019,3590.36
12-02-2019,3588.06
13-02-2019,3576.68
14-02-2019,3561.5
15-02-2019,3566.59
16-02-2019,3582.37
17-02-2019,3625.08
18-02-2019,3867
19-02-2019,3888.01
20-02-2019,3938.99
21-02-2019,3897.71
22-02-2019,3942.02
23-02-2019,4110
24-02-2019,3734.22
25-02-2019,3818.79
26-02-2019,3799.48
27-02-2019,3799.91
28-02-2019,3792.14
01-03-2019,3806.17
02-03-2019,3809.7
03-03-2019,3786.93
04-03-2019,3700.72
05-03-2019,3844.59
06-03-2019,3851.89
07-03-2019,3857.05
08-03-2019,3843.12
09-03-2019,3917
10-03-2019,3900.93
11-03-2019,3849.68
12-03-2019,3860
13-03-2019,3851.02
14-03-2019,3853.95
15-03-2019,3902.8
16-03-2019,3990
17-03-2019,3967.01
18-03-2019,3970.5
19-03-2019,4000.85
20-03-2019,4031.85
21-03-2019,3972.76
22-03-2019,3983.78
23-03-2019,3983.43
24-03-2019,3969.52
25-03-2019,3907.53
26-03-2019,3921.45
27-03-2019,4026.53
28-03-2019,4011.17
29-03-2019,4091.01
30-03-2019,4094.14
31-03-2019,4094.99
01-04-2019,4137
02-04-2019,4901.93
03-04-2019,4975.97
04-04-2019,4906.49
05-04-2019,5040.66
06-04-2019,5049.22
07-04-2019,5194.79
08-04-2019,5285.54
09-04-2019,5187.21
10-04-2019,5318.58
11-04-2019,5041.3
12-04-2019,5078.19
13-04-2019,5066.22
14-04-2019,5164.27
15-04-2019,5029.99
16-04-2019,5202.9
17-04-2019,5227
18-04-2019,5280.49
19-04-2019,5290.36
20-04-2019,5319.89
21-04-2019,5297.64
22-04-2019,5387.6
23-04-2019,5532.75
24-04-2019,5441.9
25-04-2019,5134.81
26-04-2019,5159.51
27-04-2019,5170.6
28-04-2019,5155
29-04-2019,5148.25
30-04-2019,5270.69
01-05-2019,5321.15
02-05-2019,5390.01
03-05-2019,5657.4
04-05-2019,5770.01
05-05-2019,5715.86
06-05-2019,5687.9
07-05-2019,5748.45
08-05-2019,5948.41
09-05-2019,6153.09
10-05-2019,6343.14
11-05-2019,7219.95
12-05-2019,6979.76
13-05-2019,7824.93
14-05-2019,7990.92
15-05-2019,8203.32
16-05-2019,7878.96
17-05-2019,7363.69
18-05-2019,7262.4
19-05-2019,8200
20-05-2019,7999.54
21-05-2019,7951.7
22-05-2019,7626.48
23-05-2019,7881.98
24-05-2019,7994.88
25-05-2019,8067.41
26-05-2019,8760.03
27-05-2019,8783.25
28-05-2019,8686.5
29-05-2019,8660.5
30-05-2019,8273.57
31-05-2019,8550.18
01-06-2019,8558.01
02-06-2019,8741.17
03-06-2019,8015.01
04-06-2019,7688.26
05-06-2019,7766.91
06-06-2019,7812.15
07-06-2019,7992.17
08-06-2019,7938.64
09-06-2019,7623.84
10-06-2019,8046.13
11-06-2019,7918.2
12-06-2019,8169.01
13-06-2019,8256
14-06-2019,8693.98
15-06-2019,8861.33
16-06-2019,8996.95
17-06-2019,9346.47
18-06-2019,9089.99
19-06-2019,9283.99
20-06-2019,9542.6
21-06-2019,10175.88
22-06-2019,10658.3
23-06-2019,10808.53
24-06-2019,11040.03
25-06-2019,11736.99
26-06-2019,12902.52
27-06-2019,11127.4
28-06-2019,12317.73
29-06-2019,11913.73
30-06-2019,10778.74
01-07-2019,10570.62
02-07-2019,10885.01
03-07-2019,12022.61
04-07-2019,11130.95
05-07-2019,11038.61
06-07-2019,11187.8
07-07-2019,11478.9
08-07-2019,12298.31
09-07-2019,12559.46
10-07-2019,12083.13
11-07-2019,11323.95
12-07-2019,11811.99
13-07-2019,11408.1
14-07-2019,10190.36
15-07-2019,10855.56
16-07-2019,9436
17-07-2019,9708.55
18-07-2019,10654.25
19-07-2019,10548.04
20-07-2019,10754.92
21-07-2019,10633.54
22-07-2019,10304.64
23-07-2019,9833.19
24-07-2019,9751.24
25-07-2019,9880.67
26-07-2019,9841.96
27-07-2019,9468.92
28-07-2019,9549.7
29-07-2019,9503.32
30-07-2019,9580
31-07-2019,10099
01-08-2019,10417.24
02-08-2019,10533.07
03-08-2019,10820.75
04-08-2019,10997.82
05-08-2019,11775.14
06-08-2019,11440.08
07-08-2019,12014.41
08-08-2019,12017.89
09-08-2019,11889
10-08-2019,11283.82
11-08-2019,11531.95
12-08-2019,11387.38
13-08-2019,10855.58
14-08-2019,10105.34
15-08-2019,10280.96
16-08-2019,10368.83
17-08-2019,10218.37
18-08-2019,10309.04
19-08-2019,10935.67
20-08-2019,10770.99
21-08-2019,10137.75
22-08-2019,10088.89
23-08-2019,10415.01
24-08-2019,10156
25-08-2019,10148.5
26-08-2019,10373.75
27-08-2019,10170.16
28-08-2019,9710.38
29-08-2019,9525
30-08-2019,9580.6
31-08-2019,9593.95
01-09-2019,9769.64
02-09-2019,10405.05
03-09-2019,10628.46
04-09-2019,10585.67
05-09-2019,10574.27
06-09-2019,10318.8
07-09-2019,10484.87
08-09-2019,10395.17
09-09-2019,10310.01
10-09-2019,10090.01
11-09-2019,10169.49
12-09-2019,10437.19
13-09-2019,10381.91
14-09-2019,10360.2
15-09-2019,10306.65
16-09-2019,10268.77
17-09-2019,10185.14
18-09-2019,10155.26
19-09-2019,10304.94
20-09-2019,10168.44
21-09-2019,9982.39
22-09-2019,10035
23-09-2019,9683.89
24-09-2019,8556.43
25-09-2019,8446.57
26-09-2019,8063
27-09-2019,8193.98
28-09-2019,8228.22
29-09-2019,8063.06
30-09-2019,8305.14
01-10-2019,8323.43
02-10-2019,8396
03-10-2019,8241.25
04-10-2019,8159.71
05-10-2019,8152.99
06-10-2019,7862.67
07-10-2019,8224.82
08-10-2019,8186.73
09-10-2019,8600
10-10-2019,8589.01
11-10-2019,8263.64
12-10-2019,8304.1
13-10-2019,8280.01
14-10-2019,8363
15-10-2019,8156.52
16-10-2019,7993
17-10-2019,8077
18-10-2019,7954.16
19-10-2019,7965.27
20-10-2019,8235.44
21-10-2019,8214.58
22-10-2019,8008.04
23-10-2019,7473.42
24-10-2019,7439.29
25-10-2019,8704.85
26-10-2019,9281.27
27-10-2019,9570.58
28-10-2019,9221.96
29-10-2019,9431.27
30-10-2019,9175.77
31-10-2019,9146.75
01-11-2019,9268
02-11-2019,9320
03-11-2019,9215.01
04-11-2019,9414
05-11-2019,9314.99
06-11-2019,9343.11
07-11-2019,9196.71
08-11-2019,8758.69
09-11-2019,8798.38
10-11-2019,9036.82
11-11-2019,8720.61
12-11-2019,8823.65
13-11-2019,8765.61
14-11-2019,8630.01
15-11-2019,8460
16-11-2019,8488
17-11-2019,8500.01
18-11-2019,8160.73
19-11-2019,8123.36
20-11-2019,8082.96
21-11-2019,7618.76
22-11-2019,7296.45
23-11-2019,7338.92
24-11-2019,6906.25
25-11-2019,7125
26-11-2019,7155
27-11-2019,7539.4
28-11-2019,7413.05
29-11-2019,7751.29
30-11-2019,7551.7
01-12-2019,7413.84
02-12-2019,7315.09
03-12-2019,7296
04-12-2019,7185.57
05-12-2019,7388.75
06-12-2019,7560.76
07-12-2019,7502.2
08-12-2019,7520
09-12-2019,7332.69
10-12-2019,7215.69
11-12-2019,7275.17
12-12-2019,7194.19
13-12-2019,7249.25
14-12-2019,7059.55
15-12-2019,7111
16-12-2019,6877.04
17-12-2019,6618.62
18-12-2019,7309.12
19-12-2019,7153.99
20-12-2019,7189.87
21-12-2019,7143.01
22-12-2019,7550
23-12-2019,7318.18
24-12-2019,7259.87
25-12-2019,7194.76
26-12-2019,7195
27-12-2019,7247.35
28-12-2019,7303.7
29-12-2019,7378.53
30-12-2019,7191
31-12-2019,7158.01
01-01-2020,7174.32
02-01-2020,6945.01
03-01-2020,7335.54
04-01-2020,7353.5
05-01-2020,7348.69
06-01-2020,7773.48
07-01-2020,8169.95
08-01-2020,8035.08
09-01-2020,7813.78
10-01-2020,8183.89
11-01-2020,8002.89
12-01-2020,8192.66
13-01-2020,8109.62
14-01-2020,8757.18
15-01-2020,8831.86
16-01-2020,8727.22
17-01-2020,8875.81
18-01-2020,8901
19-01-2020,8710.41
20-01-2020,8633.67
21-01-2020,8730
22-01-2020,8665
23-01-2020,8386.63
24-01-2020,8424.96
25-01-2020,8304.04
26-01-2020,8632.92
27-01-2020,8903.24
28-01-2020,9417.64
29-01-2020,9270
30-01-2020,9493.61
31-01-2020,9343.28
01-02-2020,9375.06
02-02-2020,9314.06
03-02-2020,9282.29
04-02-2020,9158.57
05-02-2020,9623.44
06-02-2020,9765.96
07-02-2020,9804.98
08-02-2020,9911.13
09-02-2020,10174.81
10-02-2020,9854.5
11-02-2020,10279.99
12-02-2020,10344.01
13-02-2020,10239.57
14-02-2020,10380
15-02-2020,9901.34
16-02-2020,9915.04
17-02-2020,9711.95
18-02-2020,10191.51
19-02-2020,9591.54
20-02-2020,9610.05
21-02-2020,9697.01
22-02-2020,9668.26
23-02-2020,9964.16
24-02-2020,9668.08
25-02-2020,9301.01
26-02-2020,8776.01
27-02-2020,8816.71
28-02-2020,8713.16
29-02-2020,8552.08
01-03-2020,8490.3
02-03-2020,8923.52
03-03-2020,8769.67
04-03-2020,8765
05-03-2020,9053.56
06-03-2020,9162.98
07-03-2020,8885.68
08-03-2020,8068
09-03-2020,7945.03
10-03-2020,7887.01
11-03-2020,7957.02
12-03-2020,4980
13-03-2020,5592.77
14-03-2020,5182.62
15-03-2020,5327.12
16-03-2020,5074.2
17-03-2020,5361.77
18-03-2020,5426.71
19-03-2020,6219.99
20-03-2020,6215.4
21-03-2020,6168.72
22-03-2020,5791.69
23-03-2020,6583.38
24-03-2020,6742.21
25-03-2020,6752.83
26-03-2020,6772.2
27-03-2020,6320.46
28-03-2020,6269.81
29-03-2020,5897.55
30-03-2020,6401.26
31-03-2020,6434.73
01-04-2020,6719.39
02-04-2020,6789.84
03-04-2020,6727.99
04-04-2020,6896.6
05-04-2020,6779.75
06-04-2020,7320.07
07-04-2020,7204.58
08-04-2020,7343.65
09-04-2020,7294.69
10-04-2020,6892.54
11-04-2020,6891.43
12-04-2020,6860.97
13-04-2020,6871
14-04-2020,6865.72
15-04-2020,6576.76
16-04-2020,7123.29
17-04-2020,7055.22
18-04-2020,7271.53
19-04-2020,7125.31
20-04-2020,6832.57
21-04-2020,6845
22-04-2020,7143.99
23-04-2020,7479.06
24-04-2020,7514.64
25-04-2020,7535.69
26-04-2020,7765.79
27-04-2020,7773
28-04-2020,7774.39
29-04-2020,8789.1
30-04-2020,8652.3
01-05-2020,8813.9
02-05-2020,8992
03-05-2020,8917.63
04-05-2020,8900.29
05-05-2020,9037.69
06-05-2020,9132.24
07-05-2020,10007.56
08-05-2020,9790.23
09-05-2020,9554.91
10-05-2020,8773.89
11-05-2020,8557.37
12-05-2020,8809.14
13-05-2020,9335.84
14-05-2020,9815.22
15-05-2020,9331.18
16-05-2020,9353.26
17-05-2020,9700.33
18-05-2020,9733.21
19-05-2020,9783.91
20-05-2020,9497.76
21-05-2020,9039.12
22-05-2020,9173.23
23-05-2020,9166.02
24-05-2020,8673.64
25-05-2020,8892.39
26-05-2020,8836.77
27-05-2020,9200
28-05-2020,9593.72
29-05-2020,9426.87
30-05-2020,9684.6
31-05-2020,9435.8
01-06-2020,10212.38
02-06-2020,9509.35
03-06-2020,9672.67
04-06-2020,9799.57
05-06-2020,9568.95
06-06-2020,9665.36
07-06-2020,9764
08-06-2020,9833.94
09-06-2020,9778.6
10-06-2020,9899.18
11-06-2020,9258.7
12-06-2020,9466.77
13-06-2020,9477.17
14-06-2020,9315.71
15-06-2020,9437.23
16-06-2020,9534.8
17-06-2020,9460.53
18-06-2020,9368.15
19-06-2020,9285.54
20-06-2020,9361.81
21-06-2020,9279.68
22-06-2020,9700.91
23-06-2020,9623.74
24-06-2020,9284.1
25-06-2020,9232.84
26-06-2020,9157.22
27-06-2020,9001.24
28-06-2020,9122.56
29-06-2020,9191.05
30-06-2020,9129.47
01-07-2020,9239.09
02-07-2020,9088.54
03-07-2020,9050.05
04-07-2020,9138.22
05-07-2020,9088.52
06-07-2020,9331.69
07-07-2020,9263.56
08-07-2020,9436.01
09-07-2020,9230.48
10-07-2020,9298.16
11-07-2020,9235
12-07-2020,9313.77
13-07-2020,9230.14
14-07-2020,9258.34
15-07-2020,9194.51
16-07-2020,9130.91
17-07-2020,9147.65
18-07-2020,9174.6
19-07-2020,9221.71
20-07-2020,9161.13
21-07-2020,9396.65
22-07-2020,9546.31
23-07-2020,9612.05
24-07-2020,9553.41
25-07-2020,9709.02
26-07-2020,9944.58
27-07-2020,11108.44
28-07-2020,10952.85
29-07-2020,11100.39
30-07-2020,11139.67
31-07-2020,11372.76
01-08-2020,11805.82
02-08-2020,11050.03
03-08-2020,11235.44
04-08-2020,11198.04
05-08-2020,11737.59
06-08-2020,11766.62
07-08-2020,11598.96
08-08-2020,11780.14
09-08-2020,11692.76
10-08-2020,11896.19
11-08-2020,11387.01
12-08-2020,11563.16
13-08-2020,11824.99
14-08-2020,11785.29
15-08-2020,11854.27
16-08-2020,11924
17-08-2020,12325.1
18-08-2020,11983.52
19-08-2020,11764.8
